episode,step,p_hidden,delta_p_hidden,reward,cum_reward,rew_coverage,rew_classifier,rew_all_found,rew_success_classified,rew_survival,found_objects,objects_found_so_far,correct_objects,hidden_objects,total_objects,all_objects_found_real,model_confidence_all_found,classifier_confidence_mean,success,cam_x,cam_y,cam_z,cam_roll,cam_pitch,cam_yaw,cam_w
6,5,0.43449798841691706,0.029684117063879967,1.59368234872818,8.557044982910156,0.5936823487281799,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.5655020115830829,0.0,0,0.5724715508953347,0.18640781719344526,0.3,0.45464871341284085,-0.16645873461885696,1.0,1.0
7,1,0.5198855722880112,0.029437758028507233,1.5887551307678223,1.5887551307678223,0.5887551307678223,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.48011442771198876,0.0,0,0.7,0.0,0.3,0.0,0.4,0.0,1.0
7,2,0.48429480050392193,0.035590771585702896,1.7118154168128967,3.300570547580719,0.7118154168128967,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.5157051994960781,0.0,0,0.6910672978251212,0.05910404133226791,0.3,0.2397127693021015,0.3510330247561491,0.25,1.0
7,3,0.4510359661417549,0.0332588329911232,1.6651766300201416,4.965747177600861,0.6651766300201416,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.5489640338582451,0.0,0,0.6650671229819357,0.11292849467900708,0.3,0.42073549240394825,0.2161209223472559,0.5,1.0
7,4,0.4208274458097323,0.030208520591259003,1.6041704416275024,6.569917619228363,0.6041704416275024,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.5791725541902677,0.0,0,0.6243219936541329,0.15666538192549667,0.3,0.4987474933020272,0.028294880667081163,0.75,1.0
7,5,0.3814965328103477,0.03933091461658478,1.7866182923316956,8.356535911560059,0.7866182923316956,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.6185034671896523,0.0,0,0.5724715508953347,0.18640781719344526,0.3,0.45464871341284085,-0.16645873461885696,1.0,1.0
8,1,0.4730136480635376,0.04274645820260048,1.8549291491508484,1.8549291491508484,0.8549291491508484,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.5269863519364624,0.0,0,0.7,0.0,0.3,0.0,0.4,0.0,1.0
8,2,0.42981061599797327,0.04320303350687027,1.864060640335083,3.7189897894859314,0.864060640335083,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.5701893840020267,0.0,0,0.6910672978251212,0.05910404133226791,0.3,0.2397127693021015,0.3510330247561491,0.25,1.0
8,3,0.38708655639026224,0.04272405803203583,1.8544811606407166,5.573470950126648,0.8544811606407166,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.6129134436097378,0.0,0,0.6650671229819357,0.11292849467900708,0.3,0.42073549240394825,0.2161209223472559,0.5,1.0
8,4,0.37124727436558463,0.015839282423257828,1.3167856335639954,6.890256583690643,0.31678563356399536,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.6287527256344154,0.0,0,0.6243219936541329,0.15666538192549667,0.3,0.4987474933020272,0.028294880667081163,0.75,1.0
8,5,0.34516501599329735,0.02608225867152214,1.521645188331604,8.411901772022247,0.521645188331604,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.6548349840067027,0.0,0,0.5724715508953347,0.18640781719344526,0.3,0.45464871341284085,-0.16645873461885696,1.0,1.0
9,1,0.4317633115159899,0.03613484278321266,1.722696840763092,1.722696840763092,0.722696840763092,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.5682366884840101,0.0,0,0.7,0.0,0.3,0.0,0.4,0.0,1.0
9,2,0.4048723938689978,0.026890916749835014,1.5378183126449585,3.2605151534080505,0.5378183126449585,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.5951276061310022,0.0,0,0.6910672978251212,0.05910404133226791,0.3,0.2397127693021015,0.3510330247561491,0.25,1.0
9,3,0.38855578088745985,0.0163166131824255,1.3263322710990906,4.586847424507141,0.3263322710990906,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.6114442191125402,0.0,0,0.6650671229819357,0.11292849467900708,0.3,0.42073549240394825,0.2161209223472559,0.5,1.0
9,4,0.3601685667197771,0.028387214988470078,1.5677443146705627,6.154591739177704,0.5677443146705627,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.6398314332802228,0.0,0,0.6243219936541329,0.15666538192549667,0.3,0.4987474933020272,0.028294880667081163,0.75,1.0
9,5,0.32977040742062347,0.030398160219192505,1.60796320438385,7.762554943561554,0.6079632043838501,0.0,0.0,0.0,1.0,0,0,0,1,1,0,0.6702295925793765,0.0,0,0.5724715508953347,0.18640781719344526,0.3,0.45464871341284085,-0.16645873461885696,1.0,1.0
